RefSeq mRNA Accession	GO - Cellular Component	Illumina ID	UniProt Accession	
NM_010003	GO:0016020 [Name: membrane]; GO:0005783 [Name: endoplasmic reticulum]; GO:0005737 [Name: cytoplasm]; GO:0043231 [Name: intracellular membrane-bounded organelle]	ILMN_2677792 [Chip: ]	P56656	
NM_010004	GO:0005783 [Name: endoplasmic reticulum]; GO:0043231 [Name: intracellular membrane-bounded organelle]; GO:0016020 [Name: membrane]; GO:0005737 [Name: cytoplasm]	ILMN_3107448 [Chip: ]	P56657	
NM_010005	GO:0005783 [Name: endoplasmic reticulum]; GO:0016020 [Name: membrane]; GO:0005737 [Name: cytoplasm]; GO:0043231 [Name: intracellular membrane-bounded organelle]	ILMN_1229535 [Chip: ]	P24456	
NM_010006	GO:0005783 [Name: endoplasmic reticulum]; GO:0005737 [Name: cytoplasm]; GO:0016020 [Name: membrane]; GO:0043231 [Name: intracellular membrane-bounded organelle]	ILMN_2687507 [Chip: ]	P11714	
NM_010007	GO:0005783 [Name: endoplasmic reticulum]; GO:0043231 [Name: intracellular membrane-bounded organelle]; GO:0016020 [Name: membrane]; GO:0005737 [Name: cytoplasm]	ILMN_2608511 [Chip: ]	O54749	
NM_010008	GO:0070062 [Name: extracellular exosome]; GO:0005783 [Name: endoplasmic reticulum]; GO:0005737 [Name: cytoplasm]; GO:0043231 [Name: intracellular membrane-bounded organelle]; GO:0016020 [Name: membrane]	ILMN_2636302 [Chip: ]	O54750	
NM_010010	GO:0043231 [Name: intracellular membrane-bounded organelle]; GO:0016021 [Name: integral component of membrane]; GO:0016020 [Name: membrane]; GO:0005783 [Name: endoplasmic reticulum]	ILMN_1214138 [Chip: ]; ILMN_2781557 [Chip: ]	Q9WVK8	
NM_010011	GO:0070062 [Name: extracellular exosome]; GO:0016324 [Name: apical plasma membrane]; GO:0043231 [Name: intracellular membrane-bounded organelle]; GO:0005783 [Name: endoplasmic reticulum]; GO:0005737 [Name: cytoplasm]; GO:0016020 [Name: membrane]	ILMN_1245604 [Chip: ]; ILMN_1227348 [Chip: ]	O88833	
NM_010012	GO:0043231 [Name: intracellular membrane-bounded organelle]; GO:0016020 [Name: membrane]; GO:0005783 [Name: endoplasmic reticulum]; GO:0016021 [Name: integral component of membrane]	ILMN_2627744 [Chip: ]	O88962	
NM_010014	GO:0043231 [Name: intracellular membrane-bounded organelle]; GO:0048471 [Name: perinuclear region of cytoplasm]; GO:0005815 [Name: microtubule organizing center]; GO:0005903 [Name: brush border]; GO:0043005 [Name: neuron projection]; GO:0016020 [Name: membrane]; GO:0005829 [Name: cytosol]; GO:0014069 [Name: postsynaptic density]; GO:0043025 [Name: neuronal cell body]; GO:0005730 [Name: nucleolus]; GO:0045177 [Name: apical part of cell]; GO:0005622 [Name: intracellular]	ILMN_2601072 [Chip: ]; ILMN_2658980 [Chip: ]; ILMN_1248822 [Chip: ]	P97318	
NM_010015	GO:0005783 [Name: endoplasmic reticulum]; GO:0008250 [Name: oligosaccharyltransferase complex]; GO:0016021 [Name: integral component of membrane]; GO:0070062 [Name: extracellular exosome]; GO:0016020 [Name: membrane]	ILMN_2664628 [Chip: ]; ILMN_1251732 [Chip: ]	P61804	
NM_010016	GO:0009897 [Name: external side of plasma membrane]; GO:0009986 [Name: cell surface]; GO:0005886 [Name: plasma membrane]; GO:0005829 [Name: cytosol]; GO:0016324 [Name: apical plasma membrane]; GO:0016020 [Name: membrane]; GO:0045121 [Name: membrane raft]; GO:0070062 [Name: extracellular exosome]; GO:0031225 [Name: anchored component of membrane]	ILMN_1248714 [Chip: ]	Q61475	
NM_010017	GO:0030054 [Name: cell junction]; GO:0005911 [Name: cell-cell junction]; GO:0005913 [Name: cell-cell adherens junction]; GO:0016010 [Name: dystrophin-associated glycoprotein complex]; GO:0005576 [Name: extracellular region]; GO:0005615 [Name: extracellular space]; GO:0005634 [Name: nucleus]; GO:0005654 [Name: nucleoplasm]; GO:0045211 [Name: postsynaptic membrane]; GO:0016021 [Name: integral component of membrane]; GO:0005604 [Name: basement membrane]; GO:0005737 [Name: cytoplasm]; GO:0005856 [Name: cytoskeleton]; GO:0045202 [Name: synapse]; GO:0005925 [Name: focal adhesion]; GO:0009279 [Name: cell outer membrane]; GO:0016011 [Name: dystroglycan complex]; GO:0030175 [Name: filopodium]; GO:0033268 [Name: node of Ranvier]; GO:0043034 [Name: costamere]; GO:0016020 [Name: membrane]; GO:0016323 [Name: basolateral plasma membrane]; GO:0042383 [Name: sarcolemma]; GO:0005886 [Name: plasma membrane]; GO:0030027 [Name: lamellipodium]; GO:0045121 [Name: membrane raft]; GO:0070062 [Name: extracellular exosome]; GO:0070938 [Name: contractile ring]	ILMN_2853957 [Chip: ]; ILMN_2723412 [Chip: ]; ILMN_2724585 [Chip: ]	Q62165	
NM_010018	GO:0005829 [Name: cytosol]; GO:0005777 [Name: peroxisome]; GO:0005741 [Name: mitochondrial outer membrane]; GO:0005778 [Name: peroxisomal membrane]	ILMN_2862633 [Chip: ]	P18894	
NM_010019	GO:0005737 [Name: cytoplasm]; GO:0031410 [Name: cytoplasmic vesicle]	ILMN_2669333 [Chip: ]	Q8VDF3	
NM_010020	GO:0043005 [Name: neuron projection]; GO:0016020 [Name: membrane]; GO:0005887 [Name: integral component of plasma membrane]; GO:0009986 [Name: cell surface]; GO:0005886 [Name: plasma membrane]; GO:0016600 [Name: flotillin complex]; GO:0043025 [Name: neuronal cell body]; GO:0016021 [Name: integral component of membrane]; GO:0030424 [Name: axon]	ILMN_2676852 [Chip: ]	Q61327	
NM_010021	GO:0005737 [Name: cytoplasm]; GO:0005844 [Name: polysome]	ILMN_2634147 [Chip: ]	Q64368	
NM_010022	GO:0005739 [Name: mitochondrion]; GO:0042645 [Name: mitochondrial nucleoid]	ILMN_1242012 [Chip: ]; ILMN_2417061 [Chip: ]; ILMN_2662920 [Chip: ]	P53395	
NM_010023	GO:0005739 [Name: mitochondrion]; GO:0005743 [Name: mitochondrial inner membrane]; GO:0070062 [Name: extracellular exosome]	ILMN_2615207 [Chip: ]	P42125	
NM_010024	GO:0005737 [Name: cytoplasm]; GO:0016021 [Name: integral component of membrane]; GO:0016020 [Name: membrane]; GO:0042470 [Name: melanosome]; GO:0005829 [Name: cytosol]	ILMN_1251894 [Chip: ]; ILMN_2770040 [Chip: ]	P29812	
NM_010025	GO:0005874 [Name: microtubule]; GO:0043005 [Name: neuron projection]; GO:0005737 [Name: cytoplasm]; GO:0042995 [Name: cell projection]; GO:0030425 [Name: dendrite]	ILMN_1256251 [Chip: ]; ILMN_1236627 [Chip: ]; ILMN_1251963 [Chip: ]; ILMN_2931623 [Chip: ]; ILMN_1228206 [Chip: ]	O88809	
NM_010026	GO:0016020 [Name: membrane]; GO:0005737 [Name: cytoplasm]; GO:0043197 [Name: dendritic spine]	ILMN_2694153 [Chip: ]; ILMN_1229593 [Chip: ]	Q9QWY8	
NM_010027	GO:0005737 [Name: cytoplasm]; GO:0070062 [Name: extracellular exosome]	ILMN_2596297 [Chip: ]	O35215	
NM_010028	GO:0022627 [Name: cytosolic small ribosomal subunit]; GO:0005741 [Name: mitochondrial outer membrane]; GO:0036464 [Name: cytoplasmic ribonucleoprotein granule]; GO:0005739 [Name: mitochondrion]; GO:0005737 [Name: cytoplasm]; GO:0010494 [Name: cytoplasmic stress granule]; GO:0005634 [Name: nucleus]; GO:0016020 [Name: membrane]; GO:0005852 [Name: eukaryotic translation initiation factor 3 complex]; GO:0070062 [Name: extracellular exosome]	ILMN_2710166 [Chip: ]	Q62167	
NM_010029	GO:0030529 [Name: ribonucleoprotein complex]; GO:0005737 [Name: cytoplasm]; GO:0033391 [Name: chromatoid body]; GO:0071547 [Name: piP-body]; GO:0071546 [Name: pi-body]; GO:0005634 [Name: nucleus]; GO:0048471 [Name: perinuclear region of cytoplasm]	ILMN_2643601 [Chip: ]; ILMN_1250802 [Chip: ]; ILMN_2827588 [Chip: ]	Q61496	
NM_010030	GO:0005576 [Name: extracellular region]	ILMN_2692412 [Chip: ]	P82020	
NM_010031	GO:0005615 [Name: extracellular space]; GO:0005576 [Name: extracellular region]	ILMN_2691897 [Chip: ]; ILMN_2524832 [Chip: ]; ILMN_2748943 [Chip: ]	P11477	
NM_010039	GO:0005576 [Name: extracellular region]; GO:0005615 [Name: extracellular space]	-	P28311	
NM_010043	GO:0045098 [Name: type III intermediate filament]; GO:0016020 [Name: membrane]; GO:0005737 [Name: cytoplasm]; GO:0031594 [Name: neuromuscular junction]; GO:0070062 [Name: extracellular exosome]; GO:0043292 [Name: contractile fiber]; GO:0045111 [Name: intermediate filament cytoskeleton]; GO:0005882 [Name: intermediate filament]; GO:0005856 [Name: cytoskeleton]; GO:0005921 [Name: gap junction]; GO:0030018 [Name: Z disc]; GO:0005622 [Name: intracellular]; GO:0005886 [Name: plasma membrane]; GO:0005916 [Name: fascia adherens]; GO:0042383 [Name: sarcolemma]	ILMN_2836982 [Chip: ]; ILMN_1255774 [Chip: ]	P31001	
NM_010044	GO:0005622 [Name: intracellular]; GO:0005829 [Name: cytosol]; GO:0005737 [Name: cytoplasm]; GO:0005634 [Name: nucleus]; GO:0000790 [Name: nuclear chromatin]	ILMN_2704900 [Chip: ]; ILMN_1249164 [Chip: ]	O54786	
NM_010045	GO:0005886 [Name: plasma membrane]; GO:0016021 [Name: integral component of membrane]; GO:0016020 [Name: membrane]; GO:0005768 [Name: endosome]	ILMN_2656748 [Chip: ]	Q9QUI6	
NM_010046	GO:0016020 [Name: membrane]; GO:0005783 [Name: endoplasmic reticulum]; GO:0016021 [Name: integral component of membrane]; GO:0043231 [Name: intracellular membrane-bounded organelle]; GO:0005886 [Name: plasma membrane]	ILMN_1257757 [Chip: ]; ILMN_2807284 [Chip: ]	Q9Z2A7; Q54AA6	
NM_010047	GO:0005575 [Name: cellular_component]	ILMN_2611284 [Chip: ]	O35347	
NM_010048	GO:0016020 [Name: membrane]; GO:0016021 [Name: integral component of membrane]	ILMN_1237230 [Chip: ]; ILMN_2650914 [Chip: ]	P98154	
NM_010049	GO:0005829 [Name: cytosol]	ILMN_2509946 [Chip: ]; ILMN_1235712 [Chip: ]; ILMN_1255201 [Chip: ]	P00375	
NM_010050	GO:0016020 [Name: membrane]; GO:0005623 [Name: cell]; GO:0016021 [Name: integral component of membrane]	ILMN_2771979 [Chip: ]; ILMN_2766037 [Chip: ]	Q9Z1Y9	
NM_010051	GO:0005576 [Name: extracellular region]; GO:0005886 [Name: plasma membrane]; GO:0005615 [Name: extracellular space]	ILMN_2747033 [Chip: ]; ILMN_2747037 [Chip: ]	O54908	
NM_010052	GO:0016020 [Name: membrane]; GO:0016021 [Name: integral component of membrane]; GO:0009897 [Name: external side of plasma membrane]; GO:0005615 [Name: extracellular space]	ILMN_1244618 [Chip: ]; ILMN_2771738 [Chip: ]	Q09163	
NM_010053	GO:0005634 [Name: nucleus]	ILMN_1229029 [Chip: ]; ILMN_2800505 [Chip: ]	Q64317	
NM_010054	GO:0005634 [Name: nucleus]	ILMN_2773364 [Chip: ]; ILMN_2860958 [Chip: ]; ILMN_2860959 [Chip: ]	P40764	
NM_010055	GO:0005634 [Name: nucleus]	ILMN_2675833 [Chip: ]	Q64205	
NM_010056	GO:0000790 [Name: nuclear chromatin]; GO:0005737 [Name: cytoplasm]; GO:0005634 [Name: nucleus]	ILMN_2755371 [Chip: ]; ILMN_1241949 [Chip: ]	P70396	
NM_010058	GO:0005575 [Name: cellular_component]	ILMN_1253447 [Chip: ]; ILMN_2711355 [Chip: ]; ILMN_2914010 [Chip: ]	Q08274	
NM_010059	GO:0000781 [Name: chromosome, telomeric region]; GO:0005654 [Name: nucleoplasm]; GO:0005694 [Name: chromosome]; GO:0005634 [Name: nucleus]; GO:0000794 [Name: condensed nuclear chromosome]	ILMN_2661384 [Chip: ]	Q61880	
NM_010061	GO:0005576 [Name: extracellular region]; GO:0005634 [Name: nucleus]; GO:0070062 [Name: extracellular exosome]	ILMN_2649560 [Chip: ]; ILMN_2734251 [Chip: ]	Q14BW6; P49183	
NM_010062	GO:0070062 [Name: extracellular exosome]; GO:0005764 [Name: lysosome]	ILMN_2435394 [Chip: ]; ILMN_2975892 [Chip: ]; ILMN_2435392 [Chip: ]; ILMN_2627328 [Chip: ]	P56542	
NM_010063	GO:0000776 [Name: kinetochore]; GO:0005737 [Name: cytoplasm]; GO:0005868 [Name: cytoplasmic dynein complex]; GO:0005874 [Name: microtubule]; GO:0030286 [Name: dynein complex]; GO:0036464 [Name: cytoplasmic ribonucleoprotein granule]; GO:0005634 [Name: nucleus]; GO:0048471 [Name: perinuclear region of cytoplasm]; GO:0055037 [Name: recycling endosome]; GO:0005856 [Name: cytoskeleton]; GO:0000775 [Name: chromosome, centromeric region]; GO:0000922 [Name: spindle pole]; GO:0005694 [Name: chromosome]; GO:0031982 [Name: vesicle]	ILMN_2739824 [Chip: ]; ILMN_2739825 [Chip: ]; ILMN_2996877 [Chip: ]	O88485	
NM_010064	GO:0005874 [Name: microtubule]; GO:0005868 [Name: cytoplasmic dynein complex]; GO:0030286 [Name: dynein complex]; GO:0005856 [Name: cytoskeleton]; GO:0005737 [Name: cytoplasm]	ILMN_2551827 [Chip: ]; ILMN_1231578 [Chip: ]; ILMN_2995290 [Chip: ]	O88487	
NM_010065	GO:0005886 [Name: plasma membrane]; GO:0001917 [Name: photoreceptor inner segment]; GO:0005856 [Name: cytoskeleton]; GO:0005874 [Name: microtubule]; GO:0043209 [Name: myelin sheath]; GO:0008021 [Name: synaptic vesicle]; GO:0045202 [Name: synapse]; GO:0043196 [Name: varicosity]; GO:0005737 [Name: cytoplasm]; GO:0030117 [Name: membrane coat]; GO:0043234 [Name: protein complex]; GO:0070062 [Name: extracellular exosome]; GO:0005794 [Name: Golgi apparatus]	ILMN_2722984 [Chip: ]; ILMN_1214326 [Chip: ]; ILMN_2658618 [Chip: ]; ILMN_1224127 [Chip: ]	P39053	
NM_010066	GO:0043025 [Name: neuronal cell body]; GO:0005634 [Name: nucleus]; GO:0005737 [Name: cytoplasm]; GO:0005657 [Name: replication fork]; GO:0005721 [Name: pericentric heterochromatin]; GO:0000792 [Name: heterochromatin]; GO:0043234 [Name: protein complex]	ILMN_2720451 [Chip: ]	J3QNW0; Q3UHZ3; P13864	
NM_010067	GO:0005634 [Name: nucleus]; GO:0005737 [Name: cytoplasm]	ILMN_2619348 [Chip: ]; ILMN_2806258 [Chip: ]; ILMN_2692141 [Chip: ]; ILMN_2591823 [Chip: ]	O55055	
NM_010068	GO:0000792 [Name: heterochromatin]; GO:0000775 [Name: chromosome, centromeric region]; GO:0005654 [Name: nucleoplasm]; GO:0005634 [Name: nucleus]; GO:0005737 [Name: cytoplasm]; GO:0005720 [Name: nuclear heterochromatin]; GO:0043231 [Name: intracellular membrane-bounded organelle]	ILMN_1252310 [Chip: ]; ILMN_3114377 [Chip: ]	O88509	
NM_010069	GO:0043005 [Name: neuron projection]; GO:0030054 [Name: cell junction]; GO:0031410 [Name: cytoplasmic vesicle]; GO:0045202 [Name: synapse]; GO:0005764 [Name: lysosome]; GO:0016020 [Name: membrane]; GO:0005623 [Name: cell]	ILMN_2741828 [Chip: ]	Q7TNF0	
NM_010070	GO:0005634 [Name: nucleus]; GO:0005737 [Name: cytoplasm]; GO:0005622 [Name: intracellular]	ILMN_1242767 [Chip: ]; ILMN_1257069 [Chip: ]; ILMN_2704141 [Chip: ]	P97465	
NM_010072	GO:0033185 [Name: dolichol-phosphate-mannose synthase complex]; GO:0005634 [Name: nucleus]; GO:0043231 [Name: intracellular membrane-bounded organelle]; GO:0005783 [Name: endoplasmic reticulum]; GO:0016020 [Name: membrane]; GO:0005789 [Name: endoplasmic reticulum membrane]	ILMN_2590054 [Chip: ]; ILMN_2649995 [Chip: ]; ILMN_2660306 [Chip: ]; ILMN_2590053 [Chip: ]	O70152	
NM_010073	GO:0016021 [Name: integral component of membrane]; GO:0048471 [Name: perinuclear region of cytoplasm]; GO:0016020 [Name: membrane]; GO:0005783 [Name: endoplasmic reticulum]; GO:0005789 [Name: endoplasmic reticulum membrane]; GO:0000506 [Name: glycosylphosphatidylinositol-N-acetylglucosaminyltransferase (GPI-GnT) complex]; GO:0030176 [Name: integral component of endoplasmic reticulum membrane]; GO:0033185 [Name: dolichol-phosphate-mannose synthase complex]	ILMN_2930095 [Chip: ]; ILMN_2743683 [Chip: ]; ILMN_2583343 [Chip: ]	Q9Z324	
NM_010074	GO:0005925 [Name: focal adhesion]; GO:0016324 [Name: apical plasma membrane]; GO:0005886 [Name: plasma membrane]; GO:0071438 [Name: invadopodium membrane]; GO:0016021 [Name: integral component of membrane]; GO:0005783 [Name: endoplasmic reticulum]; GO:0009986 [Name: cell surface]; GO:0046581 [Name: intercellular canaliculus]; GO:0016020 [Name: membrane]; GO:0005765 [Name: lysosomal membrane]; GO:0005794 [Name: Golgi apparatus]; GO:0030139 [Name: endocytic vesicle]; GO:0070062 [Name: extracellular exosome]; GO:0042995 [Name: cell projection]; GO:0005576 [Name: extracellular region]; GO:0030054 [Name: cell junction]; GO:0030027 [Name: lamellipodium]	ILMN_2615096 [Chip: ]; ILMN_1239782 [Chip: ]	P28843	
NM_010075	GO:0008076 [Name: voltage-gated potassium channel complex]; GO:0070062 [Name: extracellular exosome]; GO:0043025 [Name: neuronal cell body]; GO:0016021 [Name: integral component of membrane]; GO:0016020 [Name: membrane]; GO:0009986 [Name: cell surface]; GO:0005886 [Name: plasma membrane]	ILMN_1253223 [Chip: ]; ILMN_1214188 [Chip: ]; ILMN_1238711 [Chip: ]; ILMN_2537234 [Chip: ]; ILMN_2627619 [Chip: ]	Q9Z218	
NM_010076	GO:0005901 [Name: caveola]; GO:0030424 [Name: axon]; GO:0043025 [Name: neuronal cell body]; GO:0060170 [Name: ciliary membrane]; GO:0005887 [Name: integral component of plasma membrane]; GO:0031513 [Name: nonmotile primary cilium]; GO:0043197 [Name: dendritic spine]; GO:0016021 [Name: integral component of membrane]; GO:0005783 [Name: endoplasmic reticulum]; GO:0016020 [Name: membrane]; GO:0005829 [Name: cytosol]; GO:0044326 [Name: dendritic spine neck]; GO:0043679 [Name: axon terminus]; GO:0005886 [Name: plasma membrane]; GO:0043198 [Name: dendritic shaft]; GO:0005634 [Name: nucleus]; GO:0030425 [Name: dendrite]; GO:0044327 [Name: dendritic spine head]	ILMN_2460275 [Chip: ]; ILMN_2734062 [Chip: ]	Q61616	
NM_010077	GO:0030425 [Name: dendrite]; GO:0043679 [Name: axon terminus]; GO:0016020 [Name: membrane]; GO:0043204 [Name: perikaryon]; GO:0005622 [Name: intracellular]; GO:0001669 [Name: acrosomal vesicle]; GO:0005829 [Name: cytosol]; GO:0016328 [Name: lateral plasma membrane]; GO:0031513 [Name: nonmotile primary cilium]; GO:0030139 [Name: endocytic vesicle]; GO:0005887 [Name: integral component of plasma membrane]; GO:0031410 [Name: cytoplasmic vesicle]; GO:0005886 [Name: plasma membrane]; GO:0030672 [Name: synaptic vesicle membrane]; GO:0060170 [Name: ciliary membrane]; GO:0016021 [Name: integral component of membrane]; GO:0014069 [Name: postsynaptic density]; GO:0030424 [Name: axon]; GO:0036126 [Name: sperm flagellum]; GO:0043197 [Name: dendritic spine]	-	P61168	
NM_010078	GO:0005856 [Name: cytoskeleton]; GO:0030425 [Name: dendrite]; GO:0016020 [Name: membrane]; GO:0005886 [Name: plasma membrane]; GO:0005737 [Name: cytoplasm]	ILMN_1260472 [Chip: ]; ILMN_2654700 [Chip: ]; ILMN_1253898 [Chip: ]	Q05AA6	
NM_010079	GO:0016020 [Name: membrane]; GO:0009898 [Name: cytoplasmic side of plasma membrane]; GO:0030054 [Name: cell junction]; GO:0016021 [Name: integral component of membrane]; GO:0005911 [Name: cell-cell junction]; GO:0070062 [Name: extracellular exosome]; GO:0005886 [Name: plasma membrane]; GO:0016324 [Name: apical plasma membrane]; GO:0016328 [Name: lateral plasma membrane]; GO:0030057 [Name: desmosome]	ILMN_2714480 [Chip: ]; ILMN_1221150 [Chip: ]; ILMN_2552853 [Chip: ]	Q61495	
NM_010080	GO:0005578 [Name: proteinaceous extracellular matrix]; GO:0005576 [Name: extracellular region]	ILMN_1234325 [Chip: ]	-	
NM_010081	GO:0005886 [Name: plasma membrane]; GO:0001725 [Name: stress fiber]; GO:0016020 [Name: membrane]; GO:0005789 [Name: endoplasmic reticulum membrane]; GO:0015630 [Name: microtubule cytoskeleton]; GO:0016023 [Name: cytoplasmic membrane-bounded vesicle]; GO:0030018 [Name: Z disc]; GO:0031673 [Name: H zone]; GO:0005635 [Name: nuclear envelope]; GO:0005634 [Name: nucleus]; GO:0030054 [Name: cell junction]; GO:0042383 [Name: sarcolemma]; GO:0042995 [Name: cell projection]; GO:0016021 [Name: integral component of membrane]; GO:0015629 [Name: actin cytoskeleton]; GO:0030056 [Name: hemidesmosome]; GO:0060053 [Name: neurofilament cytoskeleton]; GO:0005874 [Name: microtubule]; GO:0009898 [Name: cytoplasmic side of plasma membrane]; GO:0005882 [Name: intermediate filament]; GO:0048471 [Name: perinuclear region of cytoplasm]; GO:0005737 [Name: cytoplasm]; GO:0005925 [Name: focal adhesion]; GO:0014704 [Name: intercalated disc]; GO:0097038 [Name: perinuclear endoplasmic reticulum]; GO:0005783 [Name: endoplasmic reticulum]; GO:0005856 [Name: cytoskeleton]; GO:0097481 [Name: neuronal postsynaptic density]	ILMN_2721385 [Chip: ]; ILMN_1253444 [Chip: ]; ILMN_2758234 [Chip: ]; ILMN_2422042 [Chip: ]; ILMN_1251692 [Chip: ]; ILMN_2777543 [Chip: ]; ILMN_2494131 [Chip: ]; ILMN_1244098 [Chip: ]; ILMN_2750431 [Chip: ]; ILMN_1222451 [Chip: ]; ILMN_2741765 [Chip: ]; ILMN_1230419 [Chip: ]	Q91ZU6	
NM_010082	GO:0005886 [Name: plasma membrane]; GO:0016021 [Name: integral component of membrane]; GO:0016020 [Name: membrane]	ILMN_1259520 [Chip: ]; ILMN_1229895 [Chip: ]; ILMN_1240484 [Chip: ]	Q9JLN6	
NM_010084	GO:0016020 [Name: membrane]; GO:0005575 [Name: cellular_component]; GO:0016021 [Name: integral component of membrane]	ILMN_2942654 [Chip: ]; ILMN_1213558 [Chip: ]	Q9R157	
NM_010085	GO:0016020 [Name: membrane]; GO:0005575 [Name: cellular_component]; GO:0016021 [Name: integral component of membrane]	ILMN_1229860 [Chip: ]; ILMN_3004858 [Chip: ]; ILMN_1244723 [Chip: ]; ILMN_2698579 [Chip: ]; ILMN_2965752 [Chip: ]; ILMN_2622239 [Chip: ]	Q9R158	
NM_010086	GO:0016020 [Name: membrane]; GO:0016021 [Name: integral component of membrane]; GO:0005575 [Name: cellular_component]	ILMN_1218770 [Chip: ]	Q9R160	
NM_010087	GO:0016020 [Name: membrane]; GO:0043234 [Name: protein complex]; GO:0045202 [Name: synapse]; GO:0005886 [Name: plasma membrane]; GO:0030054 [Name: cell junction]; GO:0030424 [Name: axon]; GO:0042995 [Name: cell projection]; GO:0042383 [Name: sarcolemma]; GO:0005737 [Name: cytoplasm]; GO:0016014 [Name: dystrobrevin complex]; GO:0031234 [Name: extrinsic component of cytoplasmic side of plasma membrane]	ILMN_2625949 [Chip: ]; ILMN_1221805 [Chip: ]; ILMN_2724339 [Chip: ]; ILMN_1242933 [Chip: ]; ILMN_1222187 [Chip: ]	Q9D2N4; Q3UHJ2; Q3UHP1; Q8CFR5	
